"femaDeclarationString","disasterNumber","state","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate","tribalRequest","fipsStateCode","fipsCountyCode","placeCode","designatedArea","declarationRequestNumber","lastIAFilingDate","lastRefresh","hash","id","latitude","longitude","declarationYear","declarationMonth"
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,43,99043,"Mariposa (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","438aeb8b6a3fae9b69a9cf50205ec8b5467912e0","31954c85-d15e-4302-9b37-b376b67af750",37.5127928,-119.8815203,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,55,99055,"Napa (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","59b0fd9710399d841110644bbf5ca4162e4d60c6","b83c0af3-8dc5-4047-bd69-da55cd2ec2c6",38.5024689,-122.2653887,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,57,99057,"Nevada (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","27cf48af4aadb016aab41148449f99ac577e34b0","2de6da79-a763-4004-a06c-fb2e7e27266c",39.1346666,-121.1710389,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,61,99061,"Placer (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","84f6b940a73bbfe0420e86adf2ded4d24b2235f6","03c2d3ef-4f16-47a2-b4c3-55ac272feaec",39.0915751,-120.8039474,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,69,99069,"San Benito (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","5e57235a42270a1bae05f6b10a938447b4a95fc4","9b2904ee-b1ce-4ecc-9c97-00dc4fb3cb01",36.850366,-121.3997735,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,73,99073,"San Diego (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","eb0660d1c3929144b4282f46fa8a7f6cc2e958a9","efb02ce4-7c4d-41dd-a9ff-95c499cbd588",33.0933809,-116.6081653,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,75,99075,"San Francisco (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","3175d8256beda8127ca8b69451f910d9188bae89","1b48cd24-bee5-4332-9c97-cc87ebd02b6c",37.7814017,-122.4089279,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,93,99093,"Siskiyou (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","e16e48c8246218b953c500e97f273060ff656a89","7085b3f4-2185-404b-8ac8-54de745fff51",41.7743261,-122.5770126,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,95,99095,"Solano (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","26d04fa6478dc20e3fd115badd7288100ade482e","bd040dc7-bae2-421b-b263-8dc31faea148",38.3104969,-121.9017954,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,97,99097,"Sonoma (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","680fa889e1fba08c17edccb9297101c10ea8c536","a70090e8-9c35-48b2-a6a0-6d1d7776d43b",38.5779555,-122.9888319,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,99,99099,"Stanislaus (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","c049ea4e359952f8121a4e8321239ecced7fd4ba","39c010bd-c76c-4590-b086-00e6ce555c80",39.3054839,-121.6719992,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,101,99101,"Sutter (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","5672accc00db57bf01c1703b800d79193388ab78","e51cc142-7763-4950-9740-fecbd62f50cc",39.1695318,-121.746268,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,103,99103,"Tehama (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","f4a501effc396fb8810d8a6ac93bef0e8b7779b7","cbb6d65f-4ce5-4a3d-9457-b5b7b4333968",40.0982197,-122.174605,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,105,99105,"Trinity (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","dd23f2a06471c864d3c6431f1c76ed12eeb1e5bb","ef6afa59-468e-4b78-b4fc-c9deb8591b0e",40.6329485,-123.0622553,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,107,99107,"Tulare (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","c6850688b66c7f92d1e9eda915a1e85ee67cfebc","f235791a-abd1-447f-9ddb-013c6fb4c6e9",36.1341739,-118.8596804,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,109,99109,"Tuolumne (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","b579b59332dd9e2ff533e4e10e6ac0b4c8dcbe91","01c6de71-b6b5-4391-bd06-940ad2785643",38.029655,-119.9740534,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,113,99113,"Yolo (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","fb46e089325d8615a456655c269fa47f7d39df2d","5a32dfc3-e593-4b38-9fb3-026f577bae8b",38.7646021,-121.9017954,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,1,99001,"Alameda (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","21698532878389cd604af7061473e4dfd4279d80","cbdafec9-3dec-4274-82eb-9c2172f2d973",37.6016892,-121.7195459,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,5,99005,"Amador (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","4823fa903e8127d939f1613bafaa2201c95f30c4","ff9d9411-bfdb-4d68-a9af-76719052ab38",38.4092417,-120.6660044,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,9,99009,"Calaveras (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","41877ca604f673396c0d9a7b7964ed4e8698dfe3","a79d2822-1ed2-4ba6-b883-6ffd56b59eb4",38.2310851,-120.6199895,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,13,99013,"Contra Costa (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","c237321ec3bd2e19f3dd326d0a7dcdbee027d1cc","1c37f212-8b76-4f7b-8f67-7e96b2f63c24",37.8534093,-121.9017954,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,45,99045,"Mendocino (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","fbb3d02cf328c6261bb200b57ef184cb61befd43","7d8a3b57-f28c-44dc-97da-09ca351a8820",39.5500194,-123.438353,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,47,99047,"Merced (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","127a563630d7417240c26d863b2a9d8730691822","19c20488-3dc0-40ff-aecf-806e7ccec097",37.2009788,-120.7120023,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,53,99053,"Monterey (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","6919684bea96742f702b9bb8f8fc8b07c33a9328","7ade17d9-095d-4688-b27d-eb1a2f888148",36.6002236,-121.8947489,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,67,99067,"Sacramento (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","5c84e879546f1986731043b8568badaddea9cdc0","3dcbb4d6-3b85-4aca-8aaf-7a337c51f012",38.5916394,-121.5133637,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,77,99077,"San Joaquin (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","ef186aeed08efa3198a4a0045796faf45e6a3e7b","28a462c7-8e68-4a91-813c-02f106ed5513",37.9175935,-121.1710389,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,79,99079,"San Luis Obispo (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","7d073d6e0a530476b34e9fd5e87e0371b3606921","39a3edad-bb8f-4e6e-aa94-c2534960bff5",35.3102296,-120.4357631,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,81,99081,"San Mateo (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","81155deb471407dee47c820f8075327446c428ce","844e8381-f283-4d76-b7c2-65a374d20a06",37.4337342,-122.4014193,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,83,99083,"Santa Barbara (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","04905a1aae891619c4ff119441d4ff4f72c0c443","9ebe1356-5d2a-4f5b-b6c2-910e9793191d",34.4208305,-119.6981901,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,87,99087,"Santa Cruz (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","1b386d287cbbf85081aea516c57594ed81bf02fe","40290e99-daed-47f1-8129-db5b578f630d",37.0453995,-121.9579573,2023,1
"DR-4683-CA",4683,"CA","DR","2023-01-14T00:00:00.000Z",2023,"Flood","SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,"2022-12-27T00:00:00.000Z","2023-01-31T00:00:00.000Z","",0,6,111,99111,"Ventura (County)",23004,"2023-03-16T00:00:00.000Z","2023-05-22T03:41:22.800Z","32a1a49dd3ebd1820ef786388e40c02cd275521a","f659adc3-e8c0-43a7-bfe2-08fe3c9c3865",34.3704884,-119.1390642,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,9,99009,"Clallam (County)",22107,"","2023-05-22T03:41:22.800Z","c54149042cb7f578990c0cae1abf01b23fe7d451","84b7d6b9-60a9-44c8-a22f-a0f33e375692",48.1134118,-123.7985997,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,29,99029,"Island (County)",22107,"","2023-05-22T03:41:22.800Z","0968f638fb502a38b82d48010e44e5e6a4406267","9402edde-247c-453c-a51e-ab35616b3b68",48.19765,-122.579457,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,31,99031,"Jefferson (County)",22107,"","2023-05-22T03:41:22.800Z","aac070badc45e9e847ad0e778e7558e707c45c4e","25480022-ec0b-43b0-869d-2fe4c24e5677",47.7424541,-123.3040062,2023,1
"DR-4501-GA",4501,"GA","DR","2020-03-29T00:00:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T00:00:00.000Z","2023-05-11T00:00:00.000Z","",0,13,1,99001,"Appling (County)",20097,"2025-09-30T00:00:00.000Z","2023-06-26T16:01:24.896Z","6ac38e1e9cb4e6ab6f70c5a39819ecfce72cfa40","fc92a7f7-82c9-4325-b5b6-40cc773c5a5a",31.712238,-82.2583297,2020,3
"DR-4501-GA",4501,"GA","DR","2020-03-29T00:00:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T00:00:00.000Z","2023-05-11T00:00:00.000Z","",0,13,3,99003,"Atkinson (County)",20097,"2025-09-30T00:00:00.000Z","2023-06-26T16:01:24.896Z","439c437c81780ff98bb1df8becdab9e5fc0aec17","460f6fc9-5362-470d-942b-276ae8cffcfc",31.2932161,-82.8640623,2020,3
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,41,99041,"Lewis (County)",22107,"","2023-05-22T03:41:22.800Z","60bee15bbc8af3be1d280b4de8a85bcfc3732cda","9a335790-d023-484e-969b-3ff1bb4c07ff",46.6195461,-122.4554639,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,47,99047,"Okanogan (County)",22107,"","2023-05-22T03:41:22.800Z","becac0fff626143b4985a8271b74eebb6c4fd6fc","6296b175-eaf5-4d44-ad93-1a131e8e990a",48.5896831,-119.6522139,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,57,99057,"Skagit (County)",22107,"","2023-05-22T03:41:22.800Z","77f44ec15ea6698c561a96ca4adaba83d45df587","c759f5f2-7f76-408f-876d-7743a078f746",48.4241961,-121.7114362,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,59,99059,"Skamania (County)",22107,"","2023-05-22T03:41:22.800Z","bcefe8db057ae7bb38ff6d53484f92008341d135","e514aab7-7463-4233-9e29-c922b8adf850",45.9428524,-121.8962257,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,61,99061,"Snohomish (County)",22107,"","2023-05-22T03:41:22.800Z","5eb1e50675057104787b04e7f438379f8f8deca7","810e0270-bbec-4557-a179-b77f0dd5445f",48.0329979,-121.8339472,2023,1
"DR-4682-WA",4682,"WA","DR","2023-01-12T00:00:00.000Z",2023,"Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2022-11-03T00:00:00.000Z","2022-11-08T00:00:00.000Z","",0,53,69,99069,"Wahkiakum (County)",22107,"","2023-05-22T03:41:22.800Z","8eef664b96938f8adf4c19585cc75aec56cb4189","904cbc07-7c59-477f-8f04-8b5cec3327a4",46.3259463,-123.4945593,2023,1
"DR-4681-AZ",4681,"AZ","DR","2022-12-30T00:00:00.000Z",2023,"Flood","FLOODING",0,0,1,1,"2022-10-01T00:00:00.000Z","2022-10-02T00:00:00.000Z","",1,4,0,31740,"Havasupai Indian Reservation",22105,"","2023-05-22T03:41:22.800Z","09c23de63fbc957ff00122df98cffd377848b331","46b8863d-ae26-4cc8-a517-f188ea820fb3",36.2333157,-112.7007462,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,0,45310,"Miccosukee Indian Reservation",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","a15c3bd4efbc5efae483b0b6879d9317815a3387","a260f1f8-b60e-431a-a723-046ae8eff0eb",26.1035919,-80.8322428,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,0,65033,"Seminole Indian Trust Lands",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","e65bfe345dfba9d87e7246e09f0bb40bdfb5721e","0a86c3ed-e840-426f-b211-0c51548ae46f",27.6648274,-81.5157535,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,1,99001,"Alachua (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","8cc11f881d153b0118de8a81632087c5c2206294","e8f86257-2340-4d66-a4ef-3f69e3f33ddc",29.6579549,-82.3017728,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,3,99003,"Baker (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","0bc3e1edfb2fc3e4ac1661cfa90659be50d40c43","b858169c-361f-4276-b150-3dd242975c37",30.3931168,-82.3017728,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,7,99007,"Bradford (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","37da239a36aec74c3f1dabfba1329d992dbd7b57","7589fef1-33b2-443a-8007-dacff545b77e",29.9723818,-82.1713632,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,11,99011,"Broward (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","d423f947da95afdcd80f91b7699228aec4b8614a","ac6f2998-d0cc-41e5-850f-75a9f56ed067",26.190096,-80.365865,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,13,99013,"Calhoun (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","6fe8bbe184b88e8d9719fb947ca13f7dda493410","9a4c25fa-6d00-4e65-9f2a-63ed11992f56",30.3475302,-85.1894045,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,15,99015,"Charlotte (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","e97ad87d52b7c5fce5f85e09b9d3d1faec50e2b2","a1de40ad-70f2-4b8b-983a-135083ab37a6",26.8946009,-81.909826,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,17,99017,"Citrus (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","8b610b1f23b2fdbe3de0f7cad242ac2960514760","cb18c168-3bff-475e-ae7f-2deb91e443f3",28.8848842,-82.5185837,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,19,99019,"Clay (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","4dfaac92e1de17112fb33479afde2415a9a038b2","d1d63ee7-d3f2-4890-93f5-be1a5dbd2389",29.9943564,-81.7787021,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,21,99021,"Collier (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","5631e46f39163ee55834c19dbbbcc359da2cfab4","ddd3e981-1ccd-4e00-81f2-2953f8bbb011",26.069985,-81.4278984,2022,12
"DR-4680-FL",4680,"FL","DR","2022-12-13T00:00:00.000Z",2023,"Hurricane","HURRICANE NICOLE",0,0,1,1,"2022-11-07T00:00:00.000Z","2022-11-30T00:00:00.000Z","",0,12,23,99023,"Columbia (County)",22104,"2023-02-13T00:00:00.000Z","2023-05-22T03:41:22.800Z","862c6ac27998b1a0f11df7acec73820d903f20fe","50eea1d1-6495-41c7-8feb-050e3dd7c527",30.1812696,-82.605118,2022,12
